variant,feature,selector_importance,selected
no_direct_time,categorical__category_es_sportsandtoys,0.00033161407888796456,False
no_direct_time,numeric__customer_merchant_steps_since_last_transaction,0.0003148269852241572,False
no_direct_time,numeric__customer_merchant_previous_max_amount,0.00031435789370600566,False
no_direct_time,numeric__customer_merchant_previous_avg_amount,0.0002934727573281332,False
no_direct_time,numeric__customer_category_previous_std_amount,0.0002894696338000648,False
no_direct_time,numeric__customer_category_previous_transaction_count,0.00024116263680833998,False
no_direct_time,categorical__gender_M,0.00023643842933903327,False
no_direct_time,categorical__gender_F,0.00021577156339552955,False
no_direct_time,categorical__age_2,0.00020310388342381112,False
no_direct_time,categorical__category_es_tech,0.0001995686198248388,False
no_direct_time,categorical__age_3,0.00019143926934508436,False
no_direct_time,numeric__customer_merchant_previous_std_amount,0.00017050831811223695,False
no_direct_time,categorical__category_es_fashion,0.0001626883714355972,False
no_direct_time,categorical__age_4,0.00015452279215272927,False
no_direct_time,categorical__category_es_hyper,0.0001473731563445053,False
no_direct_time,categorical__age_5,0.00014130585574221,False
no_direct_time,categorical__age_6,0.00013038071568534756,False
no_direct_time,categorical__age_1,0.00011658921361227909,False
no_direct_time,numeric__customer_merchant_previous_transaction_count,0.00011473227427966116,False
no_direct_time,categorical__category_es_otherservices,0.00010842681015942297,False
no_direct_time,categorical__category_es_home,9.580555447515692e-05,False
no_direct_time,categorical__category_es_barsandrestaurants,9.40063988609125e-05,False
no_direct_time,categorical__category_es_leisure,8.86232731147602e-05,False
no_direct_time,numeric__is_new_customer,6.544235001608038e-05,False
no_direct_time,numeric__is_new_merchant_for_customer,6.325807007579035e-05,False
no_direct_time,numeric__is_new_category_for_customer,4.6124306174953955e-05,False
no_direct_time,categorical__age_0,4.1263440399368206e-05,False
no_direct_time,categorical__category_es_hotelservices,3.888581960474121e-05,False
no_direct_time,categorical__category_es_contents,1.927956027438796e-05,False
no_direct_time,categorical__category_es_travel,1.7222792723030416e-05,False
no_direct_time,categorical__age_U,8.958060263533802e-06,False
no_direct_time,categorical__gender_E,6.409858082933775e-06,False
no_direct_time,numeric__is_new_merchant,1.4770937359707485e-06,False
no_direct_time,categorical__gender_U,2.6787346153233235e-08,False
